KEY	EN	JA	ZH
"9DC597AC49E20589BA00A0B2A69E6453"	"<highlight>Observe</> your enemies carefully when they attack and block in the same direction.<cf><cf>Remember that <highlight>footwork</> and keeping distance are the key to success."	"적이 같은 방향으로 공격하고 방어할 때 주의 깊게 관찰하세요.<cf><cf>발놀림과 거리를 유지하는 것이 성공의 열쇠라는 것을 기억하세요."	"<highlight>观察</>敌人何时以相同方向攻击和格挡。<cf><cf>记住，<highlight>走位</>和保持距离是成功的关键。"
"93F334C94133958344E72EB5204A0D49"	"<msglog>Reached level </><msglog_red>999</>"	"<msglog>레벨 달성 </><msglog_red>999</>"	"<msglog>到达等级 </><msglog_red>999</>"
"1A4158A14BCE851907B924987753B946"	">"	""	""
"44012DDE4B1C2F80ECA1FA83B3356BFC"	">>"	""	""
"3831290941521BD483C65FA6C36C0182"	"???"	"?"	""
"A8467F2D49DFA7EDB5B91DB8EAA6D61D"	"???"	"?"	""
"44B931D24DBDFCA135D426BF1009D820"	"A Cut Above"	"한 수 위"	"高出一筹"
"1528D911450FE5952C618BB28E9ACC8A"	"A Cut Above quest item."	"「한 단계 위」 퀘스트 아이템"	"高出一筹任务道具."
"73606DE5472E344C7B5C58A9B5077A71"	"A Cut Above quest item."	"「한 단계 위」 퀘스트 아이템"	"高出一筹任务道具."
"1760A591456985766C8969BFBD38EBCA"	"A Different Outcome"	"다른 결과"	"一个不同的结果"
"7C3DBD63480AC072C8EBF9BAED6617D0"	"A Different Outcome"	"다른 결과"	"一个不同的结果"
"BF0171E6494363A62754CAA1FD3536D1"	"A Different Outcome"	"다른 결과"	"一个不同的结果"
"CB9C1C134C500783FB8E289DDBEE9A7E"	"A Different Outcome"	"다른 결과"	"一个不同的结果"
"D1C2C99D47FAA6A3F731BFB581902058"	"A Different Outcome"	"다른 결과"	"一个不同的结果"
"7FB31EEB4DA77DC599A457B00A79A6F2"	"A Father's Grief"	"아버지의 슬픔"	"父亲的悲伤"
"BAF1B45742FA35BD502274A68AC1FF85"	"A Father's Message"	"아버지의 편지"	"一位父亲的信息"
"BFC807874E40EC04A6121E983D83BF09"	"A Healing Touch"	"치유의 손길"	"治愈之触"
"C26C4457465E5FBD499E888E505745B5"	"A Hearty Request"	"진심 어린 부탁"	"诚挚的请求"
"2587702E46DEA9C4EBA8DDAF2CEFDF0C"	"A New Home"	"새로운 집"	"新的家园"
"4FCE89494BF105765AD662BA14511B49"	"A New Home"	"새로운 집"	"新的家园"
"E67F32AD4A7375D998C06EB0D778392B"	"A Plague"	"전염병"	"瘟疫"
"4BE3017C45B185A0FF4FA5AF18B37B76"	"A Remedy for Remembrance"	"추억을 위한 치료제"	"回忆的补救"
"7DC828534E6DF85472087D95591A7791"	"A Remedy for Remembrance"	"추억을 위한 치료제"	"回忆的补救"
"A72217C44123F75265CC2C81C3A39BE1"	"A Shot at Redemption"	"속죄의 기회"	"救赎一击"
"CA62DBD140F105609285E08BC841DC15"	"A Shot at Redemption"	"속죄의 기회"	"救赎一击"
"2950F7D643C8BB08DFBCB9961C6B02FB"	"A Tall Tusk"	"긴 엄니"	"高长的獠牙"
"54675FD94DB179AE0B4C44A355DAB6CA"	"A Tall Tusk"	"긴 엄니"	"高长的獠牙"
"44C14877437B5D177D232F8318D80AAB"	"A bag full of axe heads that should be made without the need to vipe out the entire bandit camp."	"산적 캠프를 싹쓸이할 필요 없이 만들 수 있는 도끼 머리 가방."	"一个装满斧头的袋子，应该可以不需要消灭整个强盗营地就能制作."
"E04156374C4115D39DA74CA62E241917"	"A baked dish which is usually made of a pastry dough casing that contains a filling of various sweet or savoury ingredients."	"일반적으로 다양한 단맛이나 짭짤한 재료를 채운 페이스트리 반죽 케이싱으로 만든 구운 요리."	"一种烤制的菜肴，通常是用面团做外壳，里面装上各种甜味或咸味的馅料。"
"D6BCB4B14E46E0E16AC21B95C2E242C0"	"A beneficial exchange for both our villages, indeed."	"실제로 우리 마을 모두에게 유익한 교환이 될 것입니다."	"对我们两个村庄来说，这确实是一个有益的交换。"
"9399C26C427DBBAC5FFF1BA20F031AFE"	"A better version of the simple pickaxe used for mining ores and stones. Can also be used as weapon."	"광석과 돌을 채굴하는 데 사용되는 단순한 곡괭이의 개선된 버전입니다. 무기로도 사용할 수 있습니다."	"用于开采矿石和石头的简单镐的进阶版本。也可作为武器使用。"
"A33FDD36452A7CD348488685E95D1547"	"A better version of the simple pickaxe used for mining ores and stones. Can also be used as weapon."	"광석과 돌을 채굴하는 데 사용되는 단순한 곡괭이의 개선된 버전입니다. 무기로도 사용할 수 있습니다."	"用于开采矿石和石头的简单镐的进阶版本。也可作为武器使用。"
"F969DBA342FD8214858141BAA74D191C"	"A bit pricey, but we're desperate. Here's the gold."	"조금 비싸긴 하지만, 우리는 절박합니다. 금화를 드리겠습니다."	"有点贵，但我们没办法。这是你的报酬。"
"CDD55F834A0850FF4379359792EBFF0F"	"A boar… A BOAR?! I don’t know what to say, I’m stunned. I hope the Elder doesn’t exile him."	"멧돼지… 멧돼지?! 뭐라고 말해야 할지 모르겠어요. 장로님께서 그를 추방하지 않으셨으면 좋겠습니다."	"一只野猪……一只野猪？！我不知道该说什么，我惊呆了。我希望长老不会流放他。"
"EACFB0774015FA9076611784971304E4"	"A break… I haven't considered that. It could help clear my head. Thanks for the suggestion."	"휴식이요… 그건 생각해 본 적이 없어요. 머리를 비우는 데 도움이 될 수 있겠네요. 제안해 주셔서 감사합니다."	"休息一下吗……这我倒是没想到。不过这可能有助于我整理思绪。感谢你的建议。"
"68BB48CD4C80455B2AF53FB626B4DA76"	"A bunch of lads that hate the Brigands and Bandits even more than me."	"산적과 도적을 저보다 더 싫어하는 젊은이들이 모여 있습니다."	"一群小伙子，他们比我更憎恨强盗和土匪。"
"3184E01F436E44FC6E981099F4EC5C57"	"A colored material that is completely or nearly insoluble in water."	"물에 완전히 또는 거의 녹지 않는 색소 물질입니다."	"完全或几乎不溶于水的有色物质。"
"DD1294994EDC3706CAD41781E1E419FE"	"A colored material that is completely or nearly insoluble in water."	"물에 완전히 또는 거의 녹지 않는 색소 물질입니다."	"完全或几乎不溶于水的有色物质。"
"F78F65F04C050672643FD3972670167B"	"A common fish that lives in the lakes and rivers of the Lowlands. Often sold by local fishermen. Inedible raw due to a high concentration of parasites that need to be cooked out."	"저지대의 호수와 강에 사는 일반적인 물고기입니다. 종종 지역 어부들이 판매합니다. 기생충이 많이 있어 날 것으로는 먹을 수 없고, 익혀야 합니다."	"一种常见鱼类，生活在低地的湖泊和河流中。经常由当地渔民出售。由于寄生虫浓度高，生吃不可食用，需要煮熟。"
"06E75016457DDF9B74EC988A06DA5009"	"A common herb that can be used to add flavor to dishes or to treat various ailments."	"요리에 풍미를 더하거나 다양한 질병을 치료하는 데 사용할 수 있는 일반적인 허브입니다."	"一种常见的草药，可用于调味或治疗各种疾病。"
"C59E3B5E4AAB80B6D21508864810F693"	"A common herb that can be used to add flavor to dishes or to treat various ailments."	"요리에 풍미를 더하거나 다양한 질병을 치료하는 데 사용할 수 있는 일반적인 허브입니다."	"一种常见的草药，可用于调味或治疗各种疾病。"
"7DC8C4A642CB56AEC664BEAA51C6BE27"	"A common herb that can be used to add flavor to dishes or treat various ailments."	"요리에 풍미를 더하거나 다양한 질병을 치료하는 데 사용할 수 있는 일반적인 허브입니다."	"一种可以用来给菜肴增加风味或治疗多种疾病的常见草药。"
"1A2DF4D44E914C258E2CAF95143E712B"	"A common herb that can be used to add flavor to dishes. Grows mostly in fields. Can be planted on a farm."	"요리에 풍미를 더하는 데 사용할 수 있는 일반적인 허브입니다. 주로 들판에서 자랍니다. 농장에 심을 수 있습니다."	"一种常见的草药，可用于调味菜肴。多生长在田野中。可以在农场种植。"
"61AE8E1B49B60D4E58A6BEBC31C24F85"	"A common type of carbonate sedimentary rock. Can be mined from certain rocks. Can be found in the Southern parts of Karvenia."	"일반적인 탄산염 퇴적암입니다. 특정 암석에서 채굴할 수 있습니다. 카베니아 남부에서 찾을 수 있습니다."	"一种常见的碳酸盐沉积岩。可以从某些岩石中开采。可以在卡文尼亚的南部地区找到。"
"AD88A14441CFA7F2C55D72B8FD06058D"	"A couple nights ago, I got a visit from some old mates who had left the Lord’s guard, like I did back in the day. They came over for a drink and a chinwag."	"며칠 전, 저는 주님의 경비대를 떠난 옛 친구들을 만났습니다. 저처럼요. 그들은 술을 마시고 수다를 떨었습니다."	"前几天晚上，有一些老朋友来拜访我，他们和我一样离开了领主的卫队。他们过来喝一杯，聊聊天。"
"F84ECF55422FE1C3B54443B225BC37D1"	"A couple of my friends want to go on a trip outside the Lowlands, you know what I mean right? And I want to keep them safe so let’s say you bring me some reinforced gambesons and sturdy helmets and I will give you some gold for the trouble."	"저희 친구 둘이 저지대 밖으로 여행을 가고 싶어 하거든요. 제가 말씀드리고자 하는 걸 아시겠죠? 그래서 그들을 안전하게 지켜주고 싶은데, 강화 갑옷과 튼튼한 헬멧을 가져다주시면 수고비로 금을 드리겠습니다."	"我有几个朋友想出去低地旅行，你懂我什么意思吧？我想让他们一路安全，所以给我带一些加固的软甲和锁子甲头盔，我给你一些金币作为酬劳。"
"A3ECA2FE42F3FEEC5794F6A82C3A43A1"	"A couple of trade caravans and we could buy food for the next three winters for the whole village."	"몇 개의 무역 캐러밴만 있으면 온 마을을 위한 다음 세 겨울 동안의 식량을 살 수 있습니다."	"几支商车，我们就可以为整个村庄购买未来三个冬天的食物。"
"DD46F2CD4987B076DEF9B5817B11F9FC"	"A cozy building that can house up to 5 settlers and significantly affect their morale."	"최대 5명의 정착민을 수용할 수 있는 아늑한 건물로, 그들의 사기를 크게 향상시킵니다."	"一个温馨的建筑，可容纳5名定居者，显著影响他们的士气。"
"774FECE341E8E5F1E5256190349938AD"	"A crowd gathered, and they were furious. They were all shouting at Dobbins. He had nowhere to run."	"군중이 모여들었고, 그들은 격노했습니다. 모두 도빈스에게 소리를 질렀습니다. 그는 도망갈 곳이 없었습니다."	"聚集了一群非常愤怒的人。他们都在朝着多宾斯大吼。他躲都没地方躲。"
"E96A11FD49D438A2CC0865A6E83EDB01"	"A dancing light in the ruins? That's quite the sight."	"폐허에서 춤추는 빛이라니? 정말 멋진 광경이군요."	"废墟中舞动的光芒？那真是一幅奇景。"
"85218DE94D61CDEB662778BA4BE54F49"	"A delicious dessert."	"맛있는 디저트입니다."	"美味的甜点。"
"D60AB48B450B6614A370338E92F717A5"	"A delicious dessert."	"맛있는 디저트입니다."	"美味的甜点。"
"5AE227444780151821D4388B94605568"	"A durable blend of flax and cotton fibers. Crafted by skilled artisans."	"아마와 면 섬유를 섞어 만든 내구성 있는 소재입니다. 숙련된 장인이 만듭니다."	"亚麻和棉花纤维的耐用混合物。由熟练的工匠制作。"
"A635A3294DB287629EEBBEA41C5FC1CA"	"A durable blend of flax and cotton fibers. Crafted by skilled artisans."	"아마와 면 섬유를 섞어 만든 내구성 있는 소재입니다. 숙련된 장인이 만듭니다."	"亚麻和棉花纤维的耐用混合物。由熟练的工匠制作。"
"A9A7075440BE572256632BA07A936D47"	"A fair response. I understand the challenges. Your efforts, however sporadic, are still very much appreciated. I'll ensure that your findings are put to good use."	"정당한 대답이네요. 저는 그 어려움을 이해합니다. 당신의 노력은 간헐적이긴 하지만, 여전히 매우 감사합니다. 당신의 발견이 좋은 데 쓰이도록 하겠습니다."	"不错的回答。我知道这有多难。你的努力，无论多么零星，仍然非常值得赞赏。我会确保你的发现得到很好的利用。"
"D56ACCAC42826C65686239B3CD45069C"	"A farmer in Padstow needs help with a cow bitten by wolves. He thinks you can whip up a cure. Got a bit of a problem."	"패드스토우의 농부가 늑대에게 물린 소를 돌보는 데 도움이 필요합니다. 그는 당신이 치료제를 만들 수 있다고 생각합니다. 약간의 문제가 있어요."	"帕德斯托有个农民需要帮忙，他的牛被狼咬伤了。他认为你可能有办法。问题不大。"
"02B3E46E442902A09C6CA49A2EC3A754"	"A fat bag of coins for your trouble. What do you think?"	"수고하셨습니다. 돈주머니가 잔뜩 있습니다. 어떻게 생각하세요?"	"给你一大包金币作为报酬，你觉得怎么样？"
"727B0B93409E778F37BC0CA1D70C70AF"	"A few leaves steeped in hot water make a tea that calms the stomach and eases the mind. It's also said to ward off evil spirits, but that's more a matter of belief, I suppose."	"뜨거운 물에 몇 개의 잎을 담가 차를 만들면 위를 진정시키고 마음을 편안하게 해줘. 악령을 쫓는다고도 하는데, 그건 믿음의 문제겠지."	"几片叶子泡在热水中，可以制成一种茶，可以镇定胃部，舒缓心情。据说它还可以驱邪，但我觉得这更多的是一种信仰。"
"B62CB8CD4DC4FF6EDD5B74BD55A3ED0F"	"A few leaves steeped in hot water make a tea that calms the stomach and eases the mind. It's also said to ward off evil spirits, but that's more a matter of belief, I suppose."	"뜨거운 물에 몇 개의 잎을 담가 차를 만들면 위를 진정시키고 마음을 편안하게 해줘. 악령을 쫓는다고도 하는데, 그건 믿음의 문제겠지."	"几片叶子泡在热水中，可以制成一种茶，可以镇定胃部，舒缓心情。据说它还可以驱邪，但我觉得这更多的是一种信仰。"
"D182B65B44CEBB76CAA415AC19FC1180"	"A few leaves steeped in hot water make a tea that calms the stomach and eases the mind. It's also said to ward off evil spirits, but that's more a matter of belief, I suppose."	"뜨거운 물에 몇 개의 잎을 담가 차를 만들면 위를 진정시키고 마음을 편안하게 해줘. 악령을 쫓는다고도 하는데, 그건 믿음의 문제겠지."	"几片叶子泡在热水中，可以制成一种茶，可以镇定胃部，舒缓心情。据说它还可以驱邪，但我觉得这更多的是一种信仰。"
"E501701744964802ED59F1A54428B5ED"	"A flowering plant that has fibers that can be used for many things. Native to the Lowlands. Grows mostly in fields. Can be planted on a farm."	"섬유를 사용하여 여러 가지 용도로 사용할 수 있는 꽃 피는 식물입니다. 저지대 원산입니다. 주로 들판에서 자랍니다. 농장에 심을 수 있습니다."	"一种开花植物，其纤维可用于多种用途。原产于低地。多生长在田野中。可以在农场种植。"
"8AEA202D420053A085FCE5A768B4FAAA"	"A former bandit. Don’t worry, he won’t bother Haerndean anymore."	"전직 산적입니다. 걱정하지 마세요. 그는 더 이상 하에른딘을 괴롭히지 않을 겁니다."	"一个前强盗。别担心，他不会再打扰黑恩登了。"
"1EEA32AD42CEC8F37F5062BBD02296D4"	"A friend of Oscar Lanslet. I came to seek your wisdom."	"오스카 랜슬렛의 친구입니다. 당신의 지혜를 구하러 왔습니다."	"奥斯卡·兰斯莱特的朋友。我来寻求你的智慧。"
"3A28F8FD47D8A5CD2DE70082D0A7712D"	"A fully fiber that can be woven into fabric. Raw cotton can be harvested wild in the Highlands."	"직물로 짤 수 있는 완전한 섬유입니다. 원면은 고지대에서 야생에서 수확할 수 있습니다."	"一种可以编织成布料的纯纤维。野生的生棉可以在高地采集。"
"8E642EDB4E18966746E41DBADFA92698"	"A good plan. We'll train and equip them well."	"좋은 계획입니다. 우리는 그들을 잘 훈련시키고 장비를 갖추겠습니다."	"好计划。我们会好好训练和装备他们。"
"60FE2902438543E29D842BACB82D3FAC"	"A hammer and a mace, I’ll see what I can do."	"망치와 철퇴, 제가 할 수 있는지 알아보겠습니다."	"一把锤子和一把钉头锤，我会尽力而为。"
"79FF3C014921346534F8C0A04757017A"	"A hard and durable metal. Used to make improved tools and weaopns. Smelted from Iron Ore in the Furnace"	"내구성이 뛰어난 단단한 금속입니다. 개량된 도구와 무기를 만드는 데 사용됩니다. 제련소에서 철광석으로 제련합니다"	"一种坚硬耐用的金属。用于制造改进的工具和武器。在熔炉中由铁矿石冶炼"
