key,source,Translation
379F59AE48B45B39745644903E72C78C,...เรากำลังต่อสู้เพื่อปกป้องผู้บริสุทธิ์เหล่านี้ แต่มันก็ยากขึ้นทุกวัน<cf>ใครจะรู้ล่ะว่า เดอะบุชเชอร์ที่มีชื่อน่ากลัวนั้น คือคนที่มีเด็กเป็นจุดอ่อน ท่ามกลางความวุ่นวายนี้เราเป็นได้เพียงครอบครัวฉพาะหน้า<cf>แต่มีการพูดคุยเรื่องคนทรยศในหมู่พวกเรา มีคนทำให้การเคลื่อนไหวต่อไปของเรารั่วไหล บางทีอาจถึงขั้นพาสุนัขของกษัตริย์มาที่ประตูบ้านของเราด้วยซ้ำ สมัยนี้ไว้ใจใครไม่ได้เลย<cf>แล้วมีลูกของตัวเอง มองมาที่ฉันตลอดเวลาเหมือนรู้ว่ามีบางอย่างเกิดขึ้น ทำให้ผิวของฉันคลาน ฉันมาที่นี่เพื่อปกป้องพวกเขา แต่คุณจะป้องกันพายุแบบนี้ได้อย่างไร<cf>ทุกการเคลื่อนไหวที่เราทำรู้สึกเหมือนเป็นการพนัน แต่ตอนนี้เราอยู่ลึกเกินกว่าจะหันหลังกลับ...,...เรากำลังต่อสู้เพื่อปกป้องผู้บริสุทธิ์เหล่านี้ แต่มันก็ยากขึ้นทุกวัน<cf>ใครจะรู้ล่ะว่า เดอะบุชเชอร์ที่มีชื่อน่ากลัวนั้น คือคนที่มีเด็กเป็นจุดอ่อน ท่ามกลางความวุ่นวายนี้เราเป็นได้เพียงครอบครัวฉพาะหน้า<cf>แต่มีการพูดคุยเรื่องคนทรยศในหมู่พวกเรา มีคนทำให้การเคลื่อนไหวต่อไปของเรารั่วไหล บางทีอาจถึงขั้นพาสุนัขของกษัตริย์มาที่ประตูบ้านของเราด้วยซ้ำ สมัยนี้ไว้ใจใครไม่ได้เลย<cf>แล้วมีลูกของตัวเอง มองมาที่ข้าตลอดเวลาเหมือนรู้ว่ามีบางอย่างเกิดขึ้น ทำให้ผิวของข้าคลาน ข้ามาที่นี่เพื่อปกป้องพวกเขา แต่ท่านจะป้องกันพายุแบบนี้ได้อย่างไร<cf>ทุกการเคลื่อนไหวที่เราทำรู้สึกเหมือนเป็นการพนัน แต่ตอนนี้เราอยู่ลึกเกินกว่าจะหันหลังกลับ...
FD6BFBE147EBACFA93CE8EBA5F78FA63,/,/
B9EEED6F49771580DE652E973D670BE4,/กลุ่ม,/กลุ่ม
D83BAA9947C60D0BE3B2BB9487F373C2,/ต่อสู้,/ต่อสู้
DD2259DA4AD9E8C34798EF902EBC28BD,/แผนที่,/แผนที่
41B79A0647C5E2DD15946EB469E08BEC,/อื่น ๆ,/อื่น ๆ
544DFBA847FC49B4ED4DE99AF6749DAB,/กลุ่ม,/กลุ่ม
8AE85017436A3466296985BC2EB1B984,/แผนที่,/แผนที่
97E5C9CD4448BDB9203579AAF96ECF55,/พูด,/พูด
A253475B4596A2A4421AB58B43740286,/พูด,/พูด
9248A768452F5A960B857E8853BBC7DC,0,0
FC1680AF4E4249B8375102AA89581A0F,0,0
9DE82BA24185C40B07D76AA91E1065A0,00,00
EDE6A9CD47C15BDBC4155F9B5DE4AB2F,00,00
FB7B05614D903FC63F11DE91C269004D,000/999 ช่อง,000/999 ช่อง
4D185620453E17F47399DF8B974243CD,02:40,02:40
EEDEF03B446F82038E5423B4EFBC38B1,0:00,0:00
422C13214F25C711D10CED9561D31914,1,1
04B7645B4C663F62AB4C02914402EFCA,1 โกดัง,คลังสินค้า 1 แห่ง
9031275D42E9B3DC02054F8C5AEF466A,1/3,1/3
3F0F47B0458A5FDDC5A6BBB5E14B56BE,10,10
4B0072794C038A73948D459849E68A5E,10,10
72228F1444AAE171AACA26B122F3272A,10,10
ADD8E08D49878F5C11AC588940C4F005,10,10
B1BE89BD47196B5EF2AA94898134BAC0,10,10
E9EA75FA44D54B5997CE2F8B3093E19A,10,10
EE25C5D34510A2B129F7E79A1D639F27,10,10
EE95376B4D0DAD6EEE75B591C32045D8,10,10
F60932AB439A08B01D794BA164379ACA,10,10
8E23CB8E41402600C5D530BAF75E7444,10 ทอง?,10 ทอง?
3BF45C5C4A1BE03DE9E6558FE248BBCE,"10,000k","10,000k"
CD7701024C0E3F3D42FBD2B89C083D8B,100,100
C1C005DB47B1B02E3BC29296BA107D8E,100 เหรียญ ฉันไม่สนใจว่าเงินมาจากไหน แต่ฉันจะไม่คืนมันมือเปล่า,100 เหรียญ ข้าไม่สนใจว่าเงินมาจากไหน แต่ข้าจะไม่คืนมันมือเปล่า
B83C5F994507248E51E4D5B36BC6C99C,100 เหรียญ? นี่มันปล้นกันกลางวันแสก ๆ เลยนะ! เดอะมิลเลอร์ตกอยู่ในสถานการณ์ลำบาก แล้วคุณยังจะฉวยโอกาสจากสถานการณ์นี้!,100 เหรียญ? นี่มันปล้นกันกลางวันแสก ๆ เลยนะ! เดอะมิลเลอร์ตกอยู่ในสถานการณ์ลำบาก แล้วท่านยังจะฉวยโอกาสจากสถานการณ์นี้!
FA6C998D4E454CC317ADC4BE58518672,100 ทอง?,100 ทอง?
058B23464E92D03386FE60A8A4F70F26,100/100,100/100
41DC7995478508063C9A0B9879577F27,100/100,100/100
CD5F69EC42E270C22296929A723F6CF7,100/100,100/100
ACB10A034B4FAEA773864B97580F15CE,ตาราง 10x10,ตาราง 10x10
E85A07E6468D638FA635668AE266CA3B,120,120
7592DC7644EEA1CF02CD2384A1ACADF1,15,15
44108E38463B715005B434BBE885B345,16/10 ก.พ. 296345080,16/10 ก.พ. 296345080
B202435C4089105D564074A18528C573,2,2
303159BF4F1801E5FDBBC08EECD9F1EB,ความคล่องตัว 2: หนังสือเด็กฝึกงาน และการยิงธนู 2: หนังสือเด็กฝึกงาน,ความคล่องตัว 2: หนังสือเด็กฝึกงาน และการยิงธนู 2: หนังสือเด็กฝึกงาน
0AC36CF748996007346B9EB2D5733653,ความแข็งแรง 2: หนังสือเด็กฝึกงาน และโล่ 2: หนังสือเด็กฝึกงาน,ความแข็งแรง 2: หนังสือเด็กฝึกงาน และโล่ 2: หนังสือเด็กฝึกงาน
9BA427CA452581E459057CA3A56E7900,2/10,2/10
FE6F31A64B5A93B95D16F68B4E876A00,ศิลปะ 2 มิติ และ 3 มิติ,ศิลปะ 2 มิติ และ 3 มิติ
ABB8B2E045AE59ECCBA2848EFA60D4B9,3,3
DE355F3E4DCC3D0FBAF06E83E0AB02AF,3,3
483C143F41D0798D0342D58CD6077DA6,3 - 8 (เฉลี่ย 5.4),3 - 8 (เฉลี่ย 5.4)
6EBD5F9A44CA40E25A9B399632B0AC39,39/88,39/88
713C04C644CA4B8E302B978ED7896AA0,39/88,39/88
9D98CD9A4FCB747D56086298A1CB418F,อารักขา 4 คน,อารักขา 4 คน
9739537044DC7DE7EAF5D2BE8B9DE50E,คนงาน 4 คน,คนงาน 4 คน
6061B34D4525A3AAE60637934A017441,4000,4000
0DDD7CD54EDB4BB699A2DD9B041B2A90,พบโจร 5 คน,พบโจร 5 คน
85A7E17B4A915291440154A295E64E2E,อาคาร 5 หลัง,อาคาร 5 หลัง
32282C2C4C41B54E45BE1884385E9A52,เหรียญทอง 50 มันไม่พอหรอก ได้ครบ 100 แล้วฉันจะเอาด้วย,เหรียญทอง 50 มันไม่พอหรอก ได้ครบ 100 แล้วข้าจะเอาด้วย
8286CF2D4CA6339121F8A1AC1FE9FC79,50 ทอง?,50 ทอง?
5C8A2507463034EE1AA53D87122D0098,50 ทอง! สำหรับอะไร?,50 ทอง! สำหรับอะไร?
633CED314BA3F1F0FCE932A34B9611C7,56/100,56/100
E09D8E55493ECDFD6D78C5ABF37396A0,56/400,56/400
58AFCE414C3C6F8AABFAE5A0FD6A03AA,ตาราง 5x5,ตาราง 5x5
F1D3CF514C9792B511B533B7F7B03DD7,6.5%,6.5%
DB3103E74A17224B9653E3A47B0A5206,60 ก็พอแล้ว,60 ก็พอแล้ว
75297A9640ACC4B61FDC9FA68841802C,7,7
0E95DDE54681E04F6A8BC5A6CD42B460,888,888
BF66421D4CABCA113E5FB9A8AC77B617,888,888
CAF981314FEC04AF919EE8B5A916857A,888,888
CD02B3BD49024215D0B9DD822FE3D12F,888,888
F1D651BB4BBB0D6006D607A92C2852DA,888,888
F3E834704D6D96D7609010B0BBC78FAA,888,888
3325F5C54970D17BCF0834B9F0A53572,อารักขา 99 คน,อารักขา 99 คน
EA1F452C46DD234C714154AB55BE3DA8,กำลังสำรอง 99 คน,กำลังสำรอง 99 คน
E1331DD843E516C0F97203ABC55958A9,ชาวบ้าน 99 คน,ชาวบ้าน 99 คน
1159C3964F40C7A9CF0BEF931458826A,999,999
3E7E54F2443EF56AE5A276BAE118AFDE,999,999
A3FB418C4B7124BB1768D7A3C551E114,999,999
2206282248E6403EFED13CBFF5B5D909,<,<
4FE6A496435A7BF75CC148A70B078A35,<บอกไซรัสเกี่ยวกับการโจมตีของกลุ่มหนามแดง กับเรื่องคนขายชาติในกองคาราวาน>,<บอกไซรัสเกี่ยวกับการโจมตีของกลุ่มหนามแดง กับเรื่องคนขายชาติในกองคาราวาน>
00E1196D4EC75F6F1E419A85915D8896,<ชายชราพูดกับคุณด้วยภาษาที่ไม่อาจเข้าใจได้ คำบางคำฟังดูคล้ายกับภาษาบ้านเกิดของคุณ คุณสามารถปะติดปะต่อความหมายบางอย่างได้ สิ่งที่ดึงดูดความสนใจของคุณคือวลีที่สอนวิธีสร้างศาลเจ้าและการเตรียมส่วนผสมบางอย่าง>,<ชายชราพูดกับท่านด้วยภาษาที่ไม่อาจเข้าใจได้ คำบางคำฟังดูคล้ายกับภาษาบ้านเกิดของท่าน ท่านสามารถปะติดปะต่อความหมายบางอย่างได้ สิ่งที่ดึงดูดความสนใจของท่านคือวลีที่สอนวิธีสร้างศาลเจ้าและการเตรียมส่วนผสมบางอย่าง>
9DC597AC49E20589BA00A0B2A69E6453,<highlight>จับตาดู</>ศัตรูของคุณอย่างระมัดระวังเมื่อใหร่ที่พวกเขา โจมตีกับสกัดกั้นไปในทิศทางเดียวกัน<cf><cf>โปรดจำไว้ว่า <highlight>การขยับเท้า</> และการรักษาระยะห่างจะเป็นกุญแจสู่ความสำเร็จ,<highlight>จับตาดู</>ศัตรูของท่านอย่างระมัดระวังเมื่อใหร่ที่พวกเขา โจมตีกับสกัดกั้นไปในทิศทางเดียวกัน<cf><cf>โปรดจำไว้ว่า <highlight>การขยับเท้า</> และการรักษาระยะห่างจะเป็นกุญแจสู่ความสำเร็จ
93F334C94133958344E72EB5204A0D49,<msglog>ถึงระดับ </><msglog_red>999</>,<msglog>ถึงระดับ </><msglog_red>999</>
1A4158A14BCE851907B924987753B946,>,>
44012DDE4B1C2F80ECA1FA83B3356BFC,>>,>>
3831290941521BD483C65FA6C36C0182,???,???
A8467F2D49DFA7EDB5B91DB8EAA6D61D,???,???
44B931D24DBDFCA135D426BF1009D820,ตัดด้านบน,ตัดด้านบน
1528D911450FE5952C618BB28E9ACC8A,ไอเทมภารกิจตัดด้านบน,ไอเทมภารกิจตัดด้านบน
73606DE5472E344C7B5C58A9B5077A71,ไอเทมภารกิจตัดด้านบน,ไอเทมภารกิจตัดด้านบน
1760A591456985766C8969BFBD38EBCA,ผลลัพธ์ที่แตกต่าง,ผลลัพธ์ที่แตกต่าง
7C3DBD63480AC072C8EBF9BAED6617D0,ผลลัพธ์ที่แตกต่าง,ผลลัพธ์ที่แตกต่าง
BF0171E6494363A62754CAA1FD3536D1,ผลลัพธ์ที่แตกต่าง,ผลลัพธ์ที่แตกต่าง
CB9C1C134C500783FB8E289DDBEE9A7E,ผลลัพธ์ที่แตกต่าง,ผลลัพธ์ที่แตกต่าง
D1C2C99D47FAA6A3F731BFB581902058,ผลลัพธ์ที่แตกต่าง,ผลลัพธ์ที่แตกต่าง
7FB31EEB4DA77DC599A457B00A79A6F2,ความโศกเศร้าของพ่อ,ความโศกเศร้าของพ่อ
BAF1B45742FA35BD502274A68AC1FF85,ข้อความจากพ่อ,ข้อความจากพ่อ
BFC807874E40EC04A6121E983D83BF09,สัมผัสแห่งการบำบัด,สัมผัสแห่งการบำบัด
C26C4457465E5FBD499E888E505745B5,คำขอแสนอร่อย,คำขอแสนอร่อย
2587702E46DEA9C4EBA8DDAF2CEFDF0C,บ้านใหม่,บ้านใหม่
4FCE89494BF105765AD662BA14511B49,บ้านใหม่,บ้านใหม่
E67F32AD4A7375D998C06EB0D778392B,โรคระบาด,โรคระบาด
4BE3017C45B185A0FF4FA5AF18B37B76,การเยียวยาสำหรับความทรงจำ,การเยียวยาสำหรับความทรงจำ
7DC828534E6DF85472087D95591A7791,การเยียวยาสำหรับความทรงจำ,การเยียวยาสำหรับความทรงจำ
A72217C44123F75265CC2C81C3A39BE1,ช็อตเอาคืน,ช็อตเอาคืน
CA62DBD140F105609285E08BC841DC15,ช็อตเอาคืน,ช็อตเอาคืน
2950F7D643C8BB08DFBCB9961C6B02FB,เขี้ยวที่ยาว,เขี้ยวที่ยาว
54675FD94DB179AE0B4C44A355DAB6CA,เขี้ยวที่ยาว,เขี้ยวที่ยาว
44C14877437B5D177D232F8318D80AAB,กระเป๋าที่เต็มไปด้วยหัวขวานที่ควรทำได้เองโดยไม่ต้องไปปล้นแคมป์โจรทั้งหมด,ในกระเป๋าเต็มไปด้วยหัวขวานที่ควรทำได้เอง โดยไม่ต้องไปไล่ปล้นเก็บตามแคมป์โจร
E04156374C4115D39DA74CA62E241917,จานขนมอบซึ่งมักทำจากแป้ง มีส่วนผสมหลากหลายชนิดทั้งของคาวและของหวาน,จานขนมอบซึ่งมักทำจากแป้ง มีส่วนผสมหลากหลายชนิดทั้งของคาวและของหวาน
D6BCB4B14E46E0E16AC21B95C2E242C0,เป็นการแลกเปลี่ยนที่เป็นจะประโยชน์กับหมู่บ้านของเราทั้งสองหมู่บ้านอย่างแน่นอน,เป็นการแลกเปลี่ยนที่เป็นจะประโยชน์กับหมู่บ้านของเราทั้งสองหมู่บ้านอย่างแน่นอน
9399C26C427DBBAC5FFF1BA20F031AFE,รุ่นที่ดีกว่าอีเต้อธรรมดา ที่ใช้สำหรับการขุดแร่และหิน สามารถใช้เป็นอาวุธได้ด้วย,รุ่นที่ดีกว่าอีเต้อธรรมดา ที่ใช้สำหรับการขุดแร่และหิน สามารถใช้เป็นอาวุธได้ด้วย
A33FDD36452A7CD348488685E95D1547,รุ่นที่ดีกว่าอีเต้อธรรมดา ที่ใช้สำหรับการขุดแร่และหิน สามารถใช้เป็นอาวุธได้ด้วย,รุ่นที่ดีกว่าอีเต้อธรรมดา ที่ใช้สำหรับการขุดแร่และหิน สามารถใช้เป็นอาวุธได้ด้วย
F969DBA342FD8214858141BAA74D191C,แพงไปหน่อย แต่เรามีความต้องการอย่างมาก ทองอยู่นี่นะ,แพงไปหน่อย แต่เรามีความต้องการอย่างมาก ทองอยู่นี่นะ
CDD55F834A0850FF4379359792EBFF0F,มะ หมะ… หมูป่า?! ฉันไม่รู้จะพูดยังไง ฉันตกใจมาก ฉันหวังว่าผู้ใหญ่บ้านจะไม่เนรเทศเขา,มะ หมะ… หมูป่า?! ข้าไม่รู้จะพูดยังไง ข้าตกใจมาก ข้าหวังว่าผู้ใหญ่บ้านจะไม่เนรเทศเขา
EACFB0774015FA9076611784971304E4,หยุดพัก… ฉันไม่ได้พิจารณาเรื่องนั้น มันสามารถช่วยทำให้สมองของฉันปลอดโปร่งได้ ขอบคุณสำหรับข้อเสนอแนะ,พอก่อน… ข้าไม่ได้คาดหวังสิ่งนี้ แต่มันช่วยทำให้สมองของข้าปลอดโปร่งได้ ขอบคุณสำหรับคำแนะนำ
68BB48CD4C80455B2AF53FB626B4DA76,เด็กกลุ่มหนึ่งที่เกลียดบริแกนด์ และพวกโจรมากกว่าฉันด้วยซ้ำ,เด็กกลุ่มหนึ่งที่เกลียดบริแกนด์และพวกโจรมากกว่าข้า
3184E01F436E44FC6E981099F4EC5C57,วัสดุที่มีสีซึ่งละลายในน้ำได้อย่างสมบูรณ์หรือเกือบไม่ละลาย,วัสดุที่มีสีซึ่งละลายในน้ำได้อย่างสมบูรณ์หรือเกือบไม่ละลาย
DD1294994EDC3706CAD41781E1E419FE,วัสดุที่มีสีซึ่งละลายในน้ำได้อย่างสมบูรณ์หรือเกือบไม่ละลาย,วัสดุที่มีสีซึ่งละลายในน้ำได้อย่างสมบูรณ์หรือเกือบไม่ละลาย
F78F65F04C050672643FD3972670167B,ปลาทั่วไปที่อาศัยอยู่ในทะเลสาบและแม่น้ำของแดนใต้ มักขายโดยชาวประมงพื้นบ้าน ของดิบกินไม่ได้เนื่องจากมีปรสิตเข้มข้นมากจนต้องปรุงให้สุก,ปลาทั่วไปที่อาศัยอยู่ในทะเลสาบและแม่น้ำของแดนใต้ มักขายโดยชาวประมงพื้นบ้าน ของดิบกินไม่ได้เนื่องจากมีปรสิตเข้มข้นมากจนต้องปรุงให้สุก
06E75016457DDF9B74EC988A06DA5009,สมุนไพรทั่วไปที่สามารถนำมาใช้เพิ่มรสชาติให้กับอาหารหรือรักษาโรคต่าง ๆ ได้,สมุนไพรทั่วไปที่สามารถนำมาใช้เพิ่มรสชาติให้กับอาหารหรือรักษาโรคต่าง ๆ ได้
C59E3B5E4AAB80B6D21508864810F693,สมุนไพรทั่วไปที่สามารถนำมาใช้เพิ่มรสชาติให้กับอาหารหรือรักษาโรคต่าง ๆ ได้,สมุนไพรทั่วไปที่สามารถนำมาใช้เพิ่มรสชาติให้กับอาหารหรือรักษาโรคต่าง ๆ ได้
7DC8C4A642CB56AEC664BEAA51C6BE27,สมุนไพรทั่วไปที่สามารถนำมาใช้เพิ่มรสชาติให้กับอาหารหรือรักษาโรคต่าง ๆ ได้,สมุนไพรทั่วไปที่สามารถนำมาใช้เพิ่มรสชาติให้กับอาหารหรือรักษาโรคต่าง ๆ ได้
1A2DF4D44E914C258E2CAF95143E712B,สมุนไพรทั่วไปที่สามารถนำมาใช้เพิ่มรสชาติให้กับอาหารได้ เติบโตในทุ่งนาเป็นส่วนใหญ่ สามารถปลูกในฟาร์มได้,สมุนไพรทั่วไปที่สามารถนำมาใช้เพิ่มรสชาติให้กับอาหารได้ เติบโตในทุ่งนาเป็นส่วนใหญ่ สามารถปลูกในฟาร์มได้
61AE8E1B49B60D4E58A6BEBC31C24F85,หินตะกอนคาร์บอเนตชนิดทั่วไป สามารถขุดได้จากหินบางชนิด พบได้ทางแดนใต้ของคาร์เวเนีย,หินตะกอนคาร์บอเนตชนิดทั่วไป สามารถขุดได้จากหินบางชนิด พบได้ทางแดนใต้ของคาร์เวเนีย
AD88A14441CFA7F2C55D72B8FD06058D,สองสามคืนก่อน ฉันได้รับการต้อนรับจากเพื่อนเก่าบางคนที่ละทิ้งองค์รักษ์ของลอร์ด เหมือนอย่างที่ฉันเคยทำในวันนั้น พวกเขามาเพื่อดื่มและดื่มเครื่องดื่ม,สองสามคืนก่อน มีเพื่อนเก่าที่เคยเป็นองค์รักษ์ให้กับลอร์ดมาหาข้า เหมือนได้ย้อนกลับไปวันเก่า ๆ พวกเขามาเพื่อดื่มและพูดคุย
F84ECF55422FE1C3B54443B225BC37D1,เพื่อนของฉันสองคนอยากไปเที่ยวนอกแดนใต้คุณรู้ไหมว่าฉันหมายถึงอะไรใช่ไหม? และฉันต้องการให้พวกเขาปลอดภัย สมมติว่าคุณนำกามโบสันเสริมแกร่งกับหมวกป้องกันที่แข็งแรงมาให้ฉัน แล้วฉันจะให้ทองคำแก่คุณสำหรับปัญหา,เพื่อนของข้าสองคนอยากไปเที่ยวนอกแดนใต้ ท่านรู้ใช่หรือไม่ว่าข้าหมายถึงอันได? และข้าต้องการให้พวกเขาปลอดภัย สมมติว่าท่านนำกามโบสันเสริมแกร่ง กับหมวกป้องกันที่แข็งแรงมาให้ข้า แล้วข้าจะให้ทองแก่ท่านเป็นรางวัล
A3ECA2FE42F3FEEC5794F6A82C3A43A1,กองคาราวานค้าขายสองสามคันและเราสามารถซื้ออาหารสำหรับสามฤดูหนาวถัดไปสำหรับทั้งหมู่บ้าน,กองคาราวานค้าขายสองสามคันและเราสามารถซื้ออาหารสำหรับสามฤดูหนาวถัดไปสำหรับทั้งหมู่บ้าน
DD46F2CD4987B076DEF9B5817B11F9FC,อาคารแสนสบายที่สามารถรองรับผู้ร่วมตั้งถิ่นฐานได้มากถึง 7 คน และส่งผลต่อขวัญกำลังใจของพวกเขาอย่างมาก,อาคารแสนสบายที่สามารถรองรับชาวบ้านได้มากถึง 7 คน และส่งผลต่อขวัญกำลังใจของพวกเขาอย่างมาก
774FECE341E8E5F1E5256190349938AD,ฝูงชนมารวมตัวกันและพวกเขาก็โกรธมาก พวกเขาทั้งหมดตะโกนใส่ดอบบินส์ เขาไม่มีที่จะวิ่ง,ฝูงชนมารวมตัวกันและพวกเขาก็โกรธมาก พวกเขาทั้งหมดตะโกนใส่ดอบบินส์ เขาไม่มีที่จะวิ่ง
E96A11FD49D438A2CC0865A6E83EDB01,แสงเต้นรำในซากปรักหักพังเหรอ? นั่นเป็นภาพที่ค่อนข้าง,แสงเต้นรำในซากปรักหักพังเหรอ? นั่นเป็นภาพที่ค่อนข้าง
5AE227444780151821D4388B94605568,การผสมผสานที่ทนทานของต้นปอและไยฝ้าย สร้างขึ้นโดยช่างฝีมือผู้ชำนาญ,การผสมผสานที่ทนทานของต้นปอและไยฝ้าย สร้างขึ้นโดยช่างฝีมือผู้ชำนาญ
A635A3294DB287629EEBBEA41C5FC1CA,การผสมผสานที่ทนทานของต้นปอและไยฝ้าย สร้างขึ้นโดยช่างฝีมือผู้ชำนาญ,การผสมผสานที่ทนทานของต้นปอและไยฝ้าย สร้างขึ้นโดยช่างฝีมือผู้ชำนาญ
A9A7075440BE572256632BA07A936D47,การตอบสนองที่ยุติธรรม ฉันเข้าใจความท้าทาย ความพยายามของคุณแม้จะเป็นระยะ ๆ แต่ก็ยังได้รับการชื่นชมอย่างมาก ฉันจะให้แน่ใจว่าสิ่งที่คุณค้นพบจะนำไปใช้ให้เกิดประโยชน์,ตอบได้ดี ข้ารู้ว่ามันยากแค่ไหน ความพยายามของท่านแม้จะประปราย แต่ก็ยังได้รับการชื่นชมอย่างมาก ข้าจะทำให้แน่ใจว่าสิ่งที่ท่านค้นพบจะนำไปใช้ให้เกิดประโยชน์ได้
D56ACCAC42826C65686239B3CD45069C,ชาวนาในแพดสโตว์ต้องการความช่วยเหลือเรื่องวัวที่ถูกหมาป่ากัด เขาคิดว่าคุณสามารถรักษาโรคได้ มีปัญหานิดหน่อย,ชาวนาในแพดสโตว์ต้องการความช่วยเหลือเรื่องวัวที่ถูกหมาป่ากัด เขาคิดว่าท่านสามารถรักษาโรคได้ มีปัญหานิดหน่อย
02B3E46E442902A09C6CA49A2EC3A754,ถุงเหรียญอ้วน ๆ สำหรับปัญหาของคุณ คุณคิดอย่างไร?,ถุงเหรียญอ้วน ๆ สำหรับปัญหาของท่าน ท่านคิดอย่างไร?
727B0B93409E778F37BC0CA1D70C70AF,ใบไม้สองสามใบแช่น้ำร้อนชงเป็นชาที่ช่วยให้กระเพาะสงบและผ่อนคลายจิตใจ ว่ากันว่าใช้เพื่อปัดเป่าวิญญาณชั่วร้าย แต่นั่นอาจเป็นเรื่องของความเชื่อมากกว่านะ ฉันคิดว่า,ใบไม้สองสามใบแช่น้ำร้อนเพื่อชงเป็นชา ช่วยให้กระเพาะสงบและผ่อนคลายจิตใจ ว่ากันว่าใช้เพื่อปัดเป่าวิญญาณชั่วร้าย แต่ข้าคิดว่า นั่นอาจเป็นแค่เรื่องของความเชื่อมากกว่า
B62CB8CD4DC4FF6EDD5B74BD55A3ED0F,ใบไม้สองสามใบแช่น้ำร้อนชงเป็นชาที่ช่วยให้กระเพาะสงบและผ่อนคลายจิตใจ ว่ากันว่าใช้เพื่อปัดเป่าวิญญาณชั่วร้าย แต่นั่นอาจเป็นเรื่องของความเชื่อมากกว่านะ ฉันคิดว่า,ใบไม้สองสามใบแช่น้ำร้อนเพื่อชงเป็นชา ช่วยให้กระเพาะสงบและผ่อนคลายจิตใจ ว่ากันว่าใช้เพื่อปัดเป่าวิญญาณชั่วร้าย แต่ข้าคิดว่า นั่นอาจเป็นแค่เรื่องของความเชื่อมากกว่า
D182B65B44CEBB76CAA415AC19FC1180,ใบไม้สองสามใบแช่น้ำร้อนชงเป็นชาที่ช่วยให้กระเพาะสงบและผ่อนคลายจิตใจ ว่ากันว่าใช้เพื่อปัดเป่าวิญญาณชั่วร้าย แต่นั่นอาจเป็นเรื่องของความเชื่อมากกว่านะ ฉันคิดว่า,ใบไม้สองสามใบแช่น้ำร้อนเพื่อชงเป็นชา ช่วยให้กระเพาะสงบและผ่อนคลายจิตใจ ว่ากันว่าใช้เพื่อปัดเป่าวิญญาณชั่วร้าย แต่ข้าคิดว่า นั่นอาจเป็นแค่เรื่องของความเชื่อมากกว่า
