key,source,Translation
E501701744964802ED59F1A54428B5ED,A flowering plant that has fibers that can be used for many things. Native to the Lowlands. Grows mostly in fields. Can be planted on a farm.,
8AEA202D420053A085FCE5A768B4FAAA,"A former bandit. Don’t worry, he won’t bother Haerndean anymore.",
1EEA32AD42CEC8F37F5062BBD02296D4,A friend of Oscar Lanslet. I came to seek your wisdom.,
3A28F8FD47D8A5CD2DE70082D0A7712D,A fully fiber that can be woven into fabric. Raw cotton can be harvested wild in the Highlands.,
8E642EDB4E18966746E41DBADFA92698,"A good plan. We'll train and equip them well.",
13C4A50A4664F7934ECFD8920C744704,"A growing tree, ready to be planted in a forest by your worker.",
60FE2902438543E29D842BACB82D3FAC,"A hammer and a mace, I’ll see what I can do.",
79FF3C014921346534F8C0A04757017A,A hard and durable metal. Used to make improved tools and weaopns. Smelted from Iron Ore in the Furnace,
877F184C49F6A0546F5132B57451929B,A hard and durable metal. Used to make improved tools and weaopns. Smelted from Iron Ore in the Furnace,
C4099FC740CF8848706A2C8210BEF480,"A hard, crystalline mineral composed of silica.",
AB3F2DFC446CB8DCC57BD88C32CE6E9C,"A healthy dose of skepticism, I respect that. But you won't regret it. This isn't a fool's errand; it's an opportunity.",
DD66FC6441B7ECE91188CBBA1175EB3A,A heretic like you will never triumph over me!,
F3ABA4BF44405E689E5A488B0C1126BA,A heretic like you will never triumph over me!,
9F1C91AE4C03C7CA538DCAB7E6779F38,A letter from caring the father to his daughter.,
6305CE33481D8259B1804E872A7877B0,"A letter in an incomprehensible language, given to you by Paul Fishburn",
E5C5E8244C966312904BBA99C0FB7FEE,A little birdy told me Oscar wanted to speak to you. He said it was something to do with the information you were looking for. You should go see him.,
E106BA204580A021F08434BAD88518C7,"A little bit of everything, as long as it doesn’t involve fighting. If you think it’s a good idea, let me know! I’ll be right here.",
400607C949F1E2393A97EBBCAF6838F4,"A log harvested from softwood trees, such as pine and oak.",
45523B9E4C31E9FD768EDD94E335287B,"A merchant's life isn't easy, but at least I'm not a peasant toiling in the fields all day.",
738E5F2846BC7C01F8FC16ACD926C104,"A merchant's life isn't easy, but at least I'm not a peasant toiling in the fields all day.",
75E915AA4FCF3B60BD259AB79E3FEF96,"A merchant's life isn't easy, but at least I'm not a peasant toiling in the fields all day.",
77BA15304044030DEC88E08B2C06B09D,"A merchant's life isn't easy, but at least I'm not a peasant toiling in the fields all day.",
B6D3A8344A40EB134BB14AA69244D09E,"A merchant's life isn't easy, but at least I'm not a peasant toiling in the fields all day.",
EB52DD3A499590919AC161ACF981FEEB,"A merchant's life isn't easy, but at least I'm not a peasant toiling in the fields all day.",
F4BA742C4CFAD03029C17E83499893FC,"A merchant's life isn't easy, but at least I'm not a peasant toiling in the fields all day.",
FB6D19164608F9E7C0EE4BAAA6422840,"A merchant's life isn't easy, but at least I'm not a peasant toiling in the fields all day.",
00DCB974499ADA38D5AF82877D7CA002,A more durable type of wood used in crafting and building. Requires better axe to harvest.,
D5208C4E4CD0F337F5A899A9614D7EE2,A much stronger gate type used in setting up defenses.,
FEF4AC324077146204009E940E8D984D,A much stronger wall type used in setting up defenses.,
6A5303484E5CCD4C7FB2C9BB651BFDB8,"A mysterious figure, you say? That's bound to spark curiosity. I mean, mages and spirits don’t really exist, right?",
AFAF69174CB39295BF71F4B395B24BEF,"A natural protein fiber, some forms of which can be woven into textiles.",
608B9E504A5D7C628431F6BB026B6DAC,A new boat,
860CD8FA47CC76995B04EAA68D227E7A,A new boat,
BC281A6D4326C53BC0A3769296CA9418,"A new purpose, huh? Just tell me when.",
156EDD1E49B3D44C2BDCB5832D899B8D,"A new well? No small feat, indeed! For a job that size, let's say 20 gold per shovel oughta do it. They’re worth their weight in well, dirt, I suppose.",
576B08AA44C663CC50124F96F432B8AA,"A nice old man asked me to deliver the letter to his daughter living in Farnworth, which seems like an easy coin. I’m sure nothing bad will happen.",
C9CA588A43C8A0B232895A83F960B461,A note that you found on one of the Brigands.,
759A0A654A23F292CC0246B8AA8E843A,"A nutritious staple crop with versatile culinary uses, providing sustenance and filling bellies. Can be grown on a farm.",
BD3B9B2F4135DB245CCBD6A49E62B00D,A payment from a mysterious trader. I am sure this gold was acquired in a perfectly legal way.,
67BC11D7483CA9BB01A7ED81AC8AE93E,"A piece of an animal's coat, still covered in fur. Can be used in place of more complex textiles. Can be skinned from a wolf or rabbit.",
6E28E37445125D2E6C9307A12DFC09F4,A place for companions to prepare for journey by stocking up on gear and food from the settlement.,
244B21B14DD930FB1040329D1FC3A295,"A place where you can get rid of items that aren't needed anymore.",
B9638D7946BDAFF95EC6A89FE5455898,A pleasure doing business with you.,
A4A4190B4EB403454626258D750BCC21,A potion that helps heal wounds.,
C2DDD82F4CEAC80D154B1DBF4217BF3D,A potion that helps with pests.,
886ED7564E97993B79A626B116F7B51C,A proof that there is one less thief in the Karvenia.,
C6B299924303D651BB9BBEA6BAC959C2,"A puppet of the Queen, and a protegé of her late father.",
49C0EE51475CCCF5B7A0049AFD323B2C,"A rare and valuable mineral found deep within the earth, nickle ore holds the promise of enhanced durability and resilience.",
B7C5B79A4C08D20FAF0CBA9F099CD663,"A refined material crafted from animal skins, meticulously prepared and treated, parchment becomes the canvas for illuminated manuscripts.",
445AB2794BB28FC2C95E6DB490AA40CF,"A revolutionary medium crafted from pulped plant fibers, paper transforms the medieval realm by providing a lighter, more accessible writing surface, allowing for the dissemination of knowledge, record-keeping, and the flowering of ideas through the written word.",
A0B01C2E4EBE2D81509D8BA2F731779C,"A rivet is a permanent mechanical fastener. Before being installed, a rivet consists of a smooth cylindrical shaft with a head on one end.",
49C800CF435E4E9094469F8AF094F9C7,A secret spice used by shamans from the North to invoke the spiritual world.,
EDA7B31B4CCFB7268DE84F917A1BDAC9,"A sensible approach, young one.",
461395324935080E1FE06A9513F8809E,A shadowy figure… There must be a more reasonable explanation than some phantom haunting the village.,
B09302C34518F7F3E9A237BAD37630AE,A shipment of weapons.,
C76CF84143C441C7181C0D802649129D,A simple bag of milled grain is very valuable in these hard times of food shortages.,
736ADD3E4FBA5B7D40B86EB1263B537F,A simple fence meant for setting up primitive defenses.,
306332644928579933B7949839AA5A69,A single-stranded rope used in simple applications. Refined by a Weaver.,
81A487954E9623D96879ADB734589975,A single-stranded rope used in simple applications. Refined by a Weaver.,
934A6521453C018424D0A99FB9AC7A79,A small primitive source of heat for cooking basic foods. Requires wood to maintain the fire.,
E1FBA9F04E8442290D320C92A7C9AAE3,"A smuggler has asked me to gather goods for her so she can resell them in Osterforde, and she’s planning to steal one of your boats. Just thought you should know.",
3FA19FBC48151B5E0D3CC0AB0F390DE9,"A space to grow various plants with the help of a hoe, water and fertilizer.",
0C42BD3E4310C446A914D28C978EFC52,A space to grow various plants.,
93E0616A41C1F689F02897938996AB56,A special glue stolen from the bandits.,
C0BF275B41918AB26AA12AA456223FF6,"A staple food in the Lowlands, available freely in most forests. Can be eaten raw, dried, or added to other ingredients to make better dishes.",
456AA7C940CEA7B4789419BA624E7B85,A step up from a tent. Each house can hold three people.,
233B40BD42BA81A21CB05EB38B9F781C,"A step up from the lowly Simple Workbench, the Advanced Workbench provides a much more suitable workspace. Here you can craft improved armors, tools, weapons and refined materials which will be critical for the success of your settlement.",
178BEB5C44172D73703E5E9C717E35DC,"A sticky and aromatic substance secreted by trees, resin serves as a valuable material for crafting. Can be processed from hard wood at Coal Burner.",
E909BFA44C2A0DA8FFA7759E41AEC520,"A sticky and aromatic substance secreted by trees, resin serves as a valuable material for crafting. Can be processed from hard wood at Coal Burner.",
AF55A4DC46E60E3F6BC73DB67F9EDEFC,"A stranded Traveler on the road to Bradford asked me to be his escort due to the bandit's attacks and wild animals. I’ve decided to help him.",
EA5165D746D1D3A07499229744B8D372,"A stranded Traveler on the road to Bradford asked me to be his escort due to the bandit's attacks and wild animals. I’ve decided to help him.",
6E6E96C244F9A13C292FF789A65CF3A9,"A sturdy, wooden structure designed for early-warning and defense.",
5879B9B94421A6B03B1EDBA6E6E3EBBD,A tool resembling a spade with a broad blade. Used for moving earth and other materials.,
AEF5C2874F970391A83AF082DB343AD0,A tool resembling a spade with a broad blade. Used for moving earth or other material.,
7F423F2D40F8DA12AF65D6A9176AF42E,"A true lifesaver! Thank you, please take this as a reward. Now I need to excuse you, it's time to fix this damn door.",
D5585DFC449E0225412B86A7BF56D160,A versatile and abundant material from the earth. Can be used for building.,
F14151FA4132125EB6D230B42ACB2821,"A versatile grain cultivated in paddies as a staple food, offering sustenance and nourishment.",
F657DBD9462A156AEA6A0BB2593915BA,"A vibrant and crisp root vegetable with a peppery bite, radishes bring a refreshing crunch. Can be grown on a farm.",
B7B78A8D41C14AE4FC1DA4A8BBD4D005,A village in need,
CD5A8BEF4A46A40407B755B823F32D60,A village in need,
57E43C5F487AB9595A0E34A2B7E716D7,"A week, maybe? He was quite sick recently, and the stress of it seemed to cause him to spiral. Some say he’ll be back to normal once he wins the election, but I’m not so certain.",
9CC6D58B42AD41E830606C9185AFAF4F,A wise decision! Even a chance encounter with these relics could unveil secrets that only someone with your insight could decipher. I eagerly await your discoveries.,
EE7FBDFA4352B385E521D185B97B5182,"A woman from Padstow asked me to find her missing husband and his brother-in-law. She seemed worried, I hope nothing bad happened to them.Find the woman's missing husband.",
25CFAAD34ADCE001D3D76E8AEE23CD7D,"A word of caution, though. The flames you've stoked may attract unwanted attention to your own lands. The brigands, scorned and furious, might divert their reclamation parties and launch raids upon your settlement.",
493160AD455B117D17AC8D95A62A7EA0,A work area for separating wheat grain and straw.,
65211267491C1EFCBBAD059675F33265,A worker will collect the yields from placed animal traps and re-set them automatically.,
83BE2FC74D5DD0F1D10F4C9A3C199E5F,A workshop where various gear and refined items can be crafted.,
91BDF09847C43D24F924828961EA3BBC,ADD ITEM TO WAREHOUSE LIST,
2B3E494B468F2E3A0E571D9BCBAEDCE2,AI VOICES*,
89398CC944A89EEE8DDEA1A00D2DEFC5,ALL,
F452F6F24ED9EB9615A548BDFE588EEC,ALWAYS SHOW HEALTH BAR AND ICONS,
372648DD4A6FB0CFB480158A309F5098,ANIMATION,
4108949A41B3E6F988A0159998C9FDFE,AO,
94B1425A4E69CBAB815AE6A75EFE3265,AUDIO & SOUND DESIGN,
1A03B7564F07925F8B1639B0745FCC30,Abandoned tool that you found next to the broken cart.,
B011B8E04B156C52C6F72DB527928F9A,"About his backbone or his blade? Messin’ aside, if I’m gonna fix this, I need you to bring me some copper ore.",
11CFB7F04857715335BE07A2BDD20B0B,About meeting the Blackridepool Elder…,
AD29AC1D44B24A4482EF3E8EF527C93C,About meeting the Blackridepool Elder…,
5D624F7840ABC6D7BCCA16B4DD5EBFA5,About meeting with this trader…,
5F30B31340F3A01180C1B89EC8B6ED94,About that…,
AD92371545F481BB4B58EDAC5E4644FC,About the bait you wanted…,
1408BF834AD16FC00FB21484E1574942,About the bandages…,
15F9D97A4B58EA295F9161BF417F6C8C,About the bandages…,
1BDA01AD4A63300F320F67BEC3E6E33C,About the copper…,
6F19CD0F4AC9C8209A01CA87088E2FD7,About the glue...,
16024FE84874F9A015ED93BC8145C5E9,About the glue....,
2D2AC8144E14DD0DC156C4B08A248773,About the grain you wanted me to deliver…,
254180C44B2351E9A2CA4AB140AF921F,About the help with your caravan…,
50A443A9411845B15D0457A59CBF91A8,About the herbs you asked for...,
3C1558E143810FF895FAD39352DEFC28,About the herbs you wanted…,
FEFABEB24349B79EDACE4E84D668978D,About the ingredients...,
726519174E95D748A3F02ABD404A2550,About the logs...,
0703266B4A14B1EC7619348FA2D357DD,About the man harassing you...,
32BCC0C34BD6692BE7599FBEFA2EB561,About the man harassing you...,
7AFB951A43196086B583A785903BCA3C,About the man harassing you...,
C2C60BF941E1205145BB4CAC66113025,About the man harassing you...,
1D10D9614020DC3CED3476B9200919EC,About the materials you asked for...,
3C9B71ED477E2D8707C07288FA319BE2,About the merchant…,
5240350641216A475837AF9DED236956,About the merchant…,
56A74E604A5267A8980894B78C11522C,About the money for the tools…,
721148C54E6E850984462D897AE1E01F,About the money for the tools…,
D46047A9448D6B54DB8CE6BB5A8D3955,About the ore…,
495071BC42BD141ADCA0D9AA250632B9,About the pelts you asked for...,
08126C72485267A7A82B2A847FB2C2C2,About the raw hide you asked for...,
08880953492E430ACBF570A0378935D3,About the shovels you asked me for…,
9EFC11124E485DEDA8D84A83D081BB2D,About the smoked meat you wanted…,
38A8BCE642CFA5B2B640399D1D81E14B,About the stash...,
89A96D484C1BC25F480A7C9117B2F3AD,About the stash…,
824D653047DBEBEB56D7A588AD0807CE,About the straw you asked me for…,
9391194B476A86ED5072B5B90A50B4BD,About the straw you asked me for…,
531E7AC641835119AF6D60B75AD23FD6,About the stuff you asked for...,
B82C327E4E28C94D392620A7F2584FBD,About the stuff you asked for…,
351DA77E40AF3C2B598981B6A01F1BC5,About the sword.,
26B41DEF4098057B90793E9BE8F667B3,About the sword…,
58A673994999C86B194038BDE710BA86,About the sword…,
63037F3346A2A8EC8680B99736C9A093,About the thief...,
060BA2C7458E3D6184A27BB3CBD4F113,About the tools.,
B2A70D5A4256DE3D85B255861A6177C3,About the tools...,
A36D6821493107622F9ED2B1C04BC8FF,About these arrows…,
3B8D5D45438239355803E18CA35B0ED9,About things you need to fix the mill…,
70F37E354809790D3E3AD3975ED746E5,About things you need to fix the mill…,
84822FDB404F2EB2171BFB86410217CE,About this fertilizer…,
76232B214681C6B5835D7B91A3C5FFE4,About this quiver and arrows you wanted...,
C456304B431B135F36DE968AF575C2B5,About this task you gave me…,
39B73F5E43482F86C6019E9D2FF22D55,About those charocals...,
6DF52F114F2F0EB60E5F87A374AA2A1B,About those herbs for the sick cow…,
180A447C45BBC7DF9A70EB8888010AC0,About those items you wanted…,
19A11AA047D8AE79AD2D71BB1838AD4B,About those items you wanted…,
204249C448ED228710EC9D9964281C7F,About those logs and cords…,
1CBBD28B401E92488C033FB95BEADD15,About those planks and nails…,
16B79A7345455AA93DA9E5A6BF1A75BD,About those travel signs…,
D9C362AA43E55D1116DF0AA0EE4147CB,About those trophies you wanted…,
755F881C469ECD3E5FD6FDA83A359251,About those weapons you wanted…,
33DA3A4642F661872329FEA73321BCDC,About your debt.,
CE992F9042295D79DC14B8BA64250FB3,About your debt...,
229F59854C3A18648278EBABB8403DD7,About your husband…,
FAB701814B19A1A76CDE1CBBBC4CB6C1,About your sword…,
63FB4BFB4BF831525AD6D18B6980EF08,"Absolute swindler, that one. I guess nothing comes cheap anymore.",
61F558EF4F9EC6EAC1C762A0F231414A,"Absolutely, I do love books. They've been my teachers and friends when I didn't have any.",
71D7342D42B7C5B392315CA59016ADA0,"Absolutely. There's much more to uncover about the beliefs and customs here. I'll keep exploring.",
CBEDBB5A41FB9DE642AC148DB1887DAD,Accept and Continue,
661CC2CF4D21313DD480BA9DAD8652C0,Accrington,
43468EEC4264C913C065F79DDCC26190,Actions,
875A1F0249CECE10BF50C49BC0C1830B,Active,
58D5648B4696EC38DEB23DB379D03F67,Actually I think I have no more questions.,
AFD25C5742A1A5ADC06AC48017E11B78,"Actually I'm not…",
09BC647B458D621CD89806BE3E227D7A,"Actually, I have some questions about Haerndean, if you don’t mind?",
